,Stock_Codes,Company_Name
1905,524038,VENLON ENTERPRISES LTD.
1906,524046,PET PLASTICS LTD.
1907,524051,POLYPLEX CORPORATION LTD.
1908,524055,PANTHER INDUSTRIAL PRODUCTS LTD.
1909,524075,ALBERT DAVID LTD.
1910,524080,HARYANA LEATHER CHEMICALS LTD.
1911,524084,MONSANTO INDIA LTD.
1912,524091,Carysil Ltd
1913,524103,Linear Polymers Ltd.
1914,524109,KABRA EXTRUSIONTECHNIK LTD.
1915,524129,VINYL CHEMICALS (INDIA) LTD.
1916,524136,PEE CEE COSMA SOPE LTD.
1917,524138,Mahindra Composites Ltd.
1918,524156,TCM LTD.
1919,524164,IOL CHEMICALS & PHARMACEUTICALS LTD.
1920,524174,KESAR PETROPRODUCTS LTD.
1921,524200,VINATI ORGANICS LTD.
1922,524202,LACTOSE (INDIA) LTD.
1923,524204,TEESTA AGRO INDUSTRIES LTD.
1924,524208,AARTI INDUSTRIES LTD.
1925,524210,PENTOKEY ORGANY (INDIA) LTD.
1926,524212,WANBURY LTD.
1927,524218,RESONANCE SPECIALTIES LTD.
1928,524226,GUJARAT AMBUJA EXPORTS LTD.
1929,524230,RASHTRIYA CHEMICALS & FERTILIZERS LTD.
1930,524232,MAHARASHTRA POLYBUTENES LTD.
1931,524264,UNIMERS INDIA LTD.
1932,524270,MAGNA COLORS LTD.
1933,524276,Dujodwala Paper Chemical Ltd.
1934,524280,KOPRAN LTD.
1935,524288,AIMCO PESTICIDES LTD.
1936,524310,Vbc Industries Ltd.
1937,524314,GUJARAT TERCE LABORATORIES LTD.
1938,524322,KABRA DRUGS LTD.
1939,524324,SEYA INDUSTRIES LTD.
1940,524330,JAYANT AGRO-ORGANICS LTD.
1941,524332,BCL Industries Ltd
1942,524336,SHREE HARI CHEMICALS EXPORT LTD.
1943,524342,INDO BORAX & CHEMICALS LTD.
1944,524348,AARTI DRUGS LTD.
1945,524370,BODAL CHEMICALS LTD.
1946,524372,Orchid Pharma Ltd
1947,524388,CRAZY INFOTECH LTD.
1948,524394,VIMTA LABS LTD.
1949,524396,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.
1950,524400,ISHITA DRUGS & INDUSTRIES LTD.
1951,524404,MARKSANS PHARMA LTD.
1952,524408,UNIVERSAL STARCH-CHEM ALLIED LTD.
1953,524412,AAREY DRUGS & PHARMACEUTICALS LTD.
1954,524414,NORRIS MEDICINES LTD.
1955,524434,ASIAN PETROPRODUCTS & EXPORTS LTD.
1956,524440,CAMEX LTD.
1957,524444,Evexia Lifecare Ltd
1958,524446,Sabero Organics Gujarat Ltd.
1959,524448,Ahlcon Parenterals (india) Ltd.
1960,524458,INDO EURO INDCHEM LTD.
1961,524470,SYNCOM FORMULATIONS (INDIA) LTD.
1962,524480,RIDDHI SIDDHI GLUCO BIOLS LTD.
1963,524484,TRANS MEDICARE LTD.
1964,524488,SVC INDUSTRIES Ltd
1965,524494,IPCA LABORATORIES LTD.
1966,524500,KILITCH DRUGS (INDIA) LTD.
1967,524502,RAAJ MEDISAFE INDIA LTD.
1968,524506,CORAL LABORATORIES LTD.
1969,524514,TULASEE BIO-ETHANOL LTD.
1970,524516,BACIL PHARMA LTD.
1971,524518,KREBS BIOCHEMICALS & INDUSTRIES LTD.
1972,524520,KMC SPECIALITY HOSPITALS (INDIA) LTD.
1973,524522,LAFFANS PETROCHEMICALS LTD.
1974,524534,BHASKAR AGROCHEMICALS LTD.
1975,524540,SECUNDERABAD HEALTHCARE LTD.
1976,524542,SUKHJIT STARCH & CHEMICALS LTD.
1977,524546,SHABA CHEMICALS LTD.
1978,524552,SHASUN PHARMACEUTICALS LTD.
1979,524558,NEULAND LABORATORIES LTD.
1980,524564,GAYATRI BIOORGANICS LTD.
1981,524570,PODDAR PIGMENTS LTD.
1982,524572,PHARMAIDS PHARMACEUTICALS LTD.
1983,524576,VIVID GLOBAL INDUSTRIES LTD.
1984,524580,PRIYA LTD.
1985,524582,TIRUPATI STARCH & CHEMICALS LTD.
1986,524588,Emed.com Technologies Ltd
1987,524590,Hemo Organic Limited
1988,524592,JD ORGOCHEM LTD.
1989,524594,ASHOK ALCO-CHEM LTD.
1990,524598,AKSHARCHEM (INDIA) LTD.
1991,524602,Bandaram Pharma Packtech Ltd
1992,524604,Adline Chem Lab Ltd
1993,524606,BERYL DRUGS LTD.
1994,524610,RATHI GRAPHIC TECHNOLOGIES LTD.
1995,524614,IEL Ltd
1996,524622,iStreet Network Limited
1997,524624,GAGAN GASES LTD.
1998,524628,PARKER AGROCHEM EXPORTS LTD.
1999,524632,Shukra Pharmaceuticals Ltd
2000,524634,ALUFLUORIDE LTD.
2001,524636,Oxygenta Pharmaceutical Ltd
2002,524640,ARCHIT ORGANOSYS LTD.
2003,524642,Sikozy Realtors Limited
2004,524648,INDO AMINES LTD.
2005,524652,IND-SWIFT LTD.
2006,524654,NATURAL CAPSULES LTD.
2007,524661,WELCURE DRUGS & PHARMACEUTICALS LTD.
2008,524663,BHARAT IMMUNOLOGICALS & BIOLOGICALS CORPORATION LTD.
2009,524667,SAVITA OIL TECHNOLOGIES LTD.
2010,524669,HESTER BIOSCIENCES LTD.
2011,524675,KABSONS INDUSTRIES LTD.
2012,524687,BASANT AGRO TECH (INDIA) LTD.
2013,524689,PARENTERAL DRUGS (INDIA) LTD.
2014,524699,KILBURN CHEMICALS LTD.
2015,524703,SANDU PHARMACEUTICALS LTD.
2016,524709,NACL Industries Ltd
2017,524711,Vista Pharmaceuticals Ltd.
2018,524715,SUN PHARMACEUTICAL INDUSTRIES LTD.
2019,524717,TITAN BIOTECH LTD.
2020,524719,Socrus Bio Sciences Limited
2021,524723,BIJOY HANS LTD.
2022,524727,Span Divergent Ltd
2023,524731,JENBURKT PHARMACEUTICALS LTD.
2024,524735,HIKAL LTD.
2025,524737,Benzo Petro International Ltd.
2026,524742,CAPLIN POINT LABORATORIES LTD.
2027,524743,FISCHER CHEMIC LTD.
2028,524748,LINK PHARMA CHEM LTD.
2029,524752,Combat Drugs Ltd.
2030,524754,GUJARAT MEDITECH LTD.
2031,524758,WINTAC LTD.
2032,524760,Arvind International Ltd.
2033,524764,Nutraplus India Limited
2034,524768,EMMESSAR BIOTECH & NUTRITION LTD.
2035,524774,NGL FINE-CHEM LTD.
2036,524788,ELDER PROJECTS LTD.
2037,524790,EVEREST ORGANICS LTD.
2038,524796,VARDHAMAN LABORATORIES LTD.
2039,524804,AUROBINDO PHARMA LTD.
2040,524808,PHYTO CHEM (INDIA) LTD.
2041,524816,NATCO PHARMA LTD.
2042,524818,DYNAMIC INDUSTRIES LTD.
2043,524820,PANAMA PETROCHEM LTD.
2044,524824,BAL PHARMA LTD.
2045,524828,BDH INDUSTRIES LTD.
2046,524830,ELDER HEALTH CARE LTD.
2047,526001,JAUSS POLYMERS LTD.
2048,526009,PROCAL ELECTRONICS INDIA LTD.
2049,526015,KEMROCK INDUSTRIES & EXPORTS LTD.
2050,526025,Globus Constructors & Developers Limited
2051,526027,CUBEX TUBINGS LTD.
2052,526043,POLYMECHPLAST MACHINES LTD.
2053,526045,LUMINAIRE TECHNOLOGIES LTD.
2054,526049,Shri Lakshmi Cotsyn Ltd.
2055,526067,KCCL PLASTIC LTD.
2056,526071,STELLANT SECURITIES (INDIA) LTD.
2057,526073,GALAXY BEARINGS LTD.
2058,526075,REKVINA LABORATORIES LTD.
2059,526081,SC Agrotech Ltd
2060,526085,SAGAR TOURIST RESORTS LTD.
2061,526093,SATHAVAHANA ISPAT LTD.
2062,526095,RAVILEELA GRANITES LTD.
2063,526109,Pricol   Ltd
2064,526113,UNIROYAL MARINE EXPORTS LTD.
2065,526115,KARAN WOO-SIN LTD.
2066,526117,SHERVANI INDUSTRIAL SYNDICATE LTD.
2067,526125,BN Holdings Ltd
2068,526133,SUPERTEX INDUSTRIES LTD.
2069,526137,SHETRON LTD.
2070,526139,TRANSGENE BIOTEK LTD.
2071,526141,Compact Disc India Ltd.
2072,526143,MPL Plastics Limited
2073,526159,NIKHIL ADHESIVES LTD.
2074,526161,SPENTA INTERNATIONAL LTD.
2075,526169,MULTIBASE INDIA LTD.
2076,526173,ANDREW YULE & COMPANY LTD.
2077,526179,LUDLOW JUTE & SPECIALITIES LTD.
2078,526187,ASHRAM ONLINE.COM LTD.
2079,526193,ROYAL CUSHION VINYL PRODUCTS LTD.
2080,526195,NEOGEM INDIA LTD.
2081,526209,K.S.OILS LTD.
2082,526211,SURAJ INDUSTRIES LTD.
2083,526217,Hitech Corporation Ltd
2084,526225,BLOOM DEKOR LTD.
2085,526227,FILATEX INDIA LTD.
2086,526231,STANDARD SURFACTANTS LTD.
2087,526235,MERCATOR LTD.
2088,526237,MORGAN VENTURES LTD.
2089,526241,AMRAPALI INDUSTRIES LTD.
2090,526247,PREMIER EXPLOSIVES LTD.
2091,526251,MID EAST PORTFOLIO MANAGEMENT LTD.
2092,526263,MOLD-TEK TECHNOLOGIES LTD.
2093,526269,CRESTCHEM LTD.
2094,526285,DIVYA JYOTI INDUSTRIES LTD.
2095,526299,MPHASIS LTD.
2096,526301,MEDINOVA DIAGNOSTIC SERVICES LTD.
2097,526307,HIND INDUSTRIES LTD.
2098,526313,Nu-tech Corporate Services Ltd.
2099,526315,Divyashakti Ltd
2100,526325,ORIENT PRESS LTD.
2101,526335,SHREYAS INTERMEDIATES LTD.
2102,526347,Acclaim Industries Limited
2103,526349,Nirbhay Colours India Ltd
2104,526355,DUROPACK LTD.
2105,526365,Swarnsarita Jewels India Ltd
2106,526367,GANESH HOUSING CORPORATION LTD.
2107,526371,NMDC LTD.
2108,526373,CINDRELLA HOTELS LTD.
2109,526381,PATEL INTEGRATED LOGISTICS LTD.
2110,526397,ALPHAGEO (INDIA) LTD.
2111,526403,Regency Hospital Ltd.
2112,526407,RITESH PROPERTIES & INDUSTRIES LTD.
2113,526409,Kkalpana Industries (India) Ltd
2114,526415,OK PLAY INDIA LTD.
2115,526423,KRITI INDUSTRIES (INDIA) LTD.
2116,526431,WELTERMAN INTERNATIONAL LTD.
2117,526433,ASM TECHNOLOGIES LTD.
2118,526435,PERFECTPAC LTD.
2119,526439,Ambitious Plastomac Company Ltd.
2120,526441,VISION CINEMAS LTD.
2121,526443,DATASOFT APPLICATION SOFTWARE (INDIA) LTD.
2122,526445,INDRAYANI BIOTECH LTD.
2123,526463,U.g.hotels And Resorts Ltd.
2124,526468,EURO LEDER FASHION LTD.
2125,526471,WINSOME BREWERIES LTD.
2126,526473,Elegant Floriculture & Agrotech (india) Ltd.
2127,526477,SOUTH ASIAN ENTERPRISES LTD.
2128,526479,SKY INDUSTRIES LTD.
2129,526481,PHOENIX INTERNATIONAL LTD.
2130,526483,Eduexel Infotainment Limited
2131,526488,Bhudevi Infra Projects Ltd
2132,526490,PRATIK PANELS LTD.
2133,526492,Rishiroop Ltd
2134,526494,Promact Impex Ltd
2135,526496,RUBBER PRODUCTS LTD.
2136,526500,STERLING GREEN WOODS LTD.
2137,526504,DOLPHIN MEDICAL SERVICES LTD.
2138,526506,SYSTEMATIX CORPORATE SERVICES LTD.
2139,526508,Shahi Shipping Ltd
2140,526512,INTERLINK PETROLEUM LTD.
2141,526519,ALPINE HOUSING DEVELOPMENT CORPORATION LTD.
2142,526521,SANGHI INDUSTRIES LTD.
2143,526523,JAY ENERGY AND S.ENERGIES LTD.
2144,526525,Worldwide Aluminium Ltd
2145,526530,Sudev Industries Ltd.
2146,526532,Square Four Projects India Limited
2147,526538,MAXIMAA SYSTEMS LTD.
2148,526544,SCANPOINT GEOMATICS LTD.
2149,526546,CHOKSI LABORATORIES LTD.
2150,526550,Country Club Hospitality & Holidays Ltd
2151,526554,SALGUTI INDUSTRIES LTD.
2152,526558,JAMES HOTELS LTD.
2153,526560,Eicl Ltd.
2154,526568,LONGVIEW TEA COMPANY LTD.
2155,526570,MIDWEST GOLD LTD.
2156,526574,ENTERPRISE INTERNATIONAL LTD.
2157,526576,TECHINDIA NIRMAN LIMITED
2158,526582,TPL PLASTECH LTD.
2159,526586,WIM PLAST LTD.
2160,526588,PHOTOQUIP INDIA LTD.
2161,526594,B.NANJI ENTERPRISES LTD.
2162,526596,LIBERTY SHOES LTD.
2163,526598,Gujarat Narmada Flyash Co.ltd.
2164,526604,LIPPI SYSTEMS LTD.
2165,526608,ELECTROTHERM (INDIA) LTD.
2166,526610,In House Productions Ltd.
2167,526612,BLUE DART EXPRESS LTD.
2168,526614,EXPO GAS CONTAINERS LTD.
2169,526616,NATIONAL PLASTIC INDUSTRIES LTD.
2170,526622,MFL INDIA LTD.
2171,526628,AJWA FUN WORLD & RESORT LTD.
2172,526638,TEXEL INDUSTRIES LTD.
2173,526640,ROYALE MANOR HOTELS & INDUSTRIES LTD.
2174,526642,MIRZA INTERNATIONAL LTD.
2175,526650,TOURISM FINANCE CORPORATION OF INDIA LTD.
2176,526652,CALS REFINERIES LTD.
2177,526654,THAKKERS DEVELOPERS LTD.
2178,526662,RAJDARSHAN INDUSTRIES LTD.
2179,526666,BHARTIYA INTERNATIONAL LTD.
2180,526668,KAMAT HOTELS (INDIA) LTD.
2181,526671,Matra Kaushal Enterprise Limited
2182,526677,Dsj Communications Ltd.
2183,526683,Univa Foods Ltd
2184,526687,POLO HOTELS LTD.
2185,526689,FENOPLAST LTD.
2186,526691,Pretto Leather Industries Ltd.
2187,526703,ECOPLAST LTD.
2188,526705,ELEGANT MARBLES & GRANI INDUSTRIES LTD.
2189,526707,ALCHEMIST LTD.
2190,526709,BITS LTD.
2191,526711,ADARSH PLANT PROTECT LTD.
2192,526717,HCP Plastene Bulkpack Ltd
2193,526721,NICCO PARKS & RESORTS LTD.
2194,526723,NTC INDUSTRIES LTD.
2195,526725,SANDESH LTD.
2196,526727,GARNET CONSTRUCTION LTD.
2197,526729,GOLDIAM INTERNATIONAL LTD.
2198,526731,BRIGHT BROTHERS LTD.
2199,526733,Suashish Diamonds Ltd.
2200,526735,Excel Castronics Limited
2201,526737,Corporate Courier And Cargo Ltd.
2202,526739,NARMADA GELATINES LTD.
2203,526747,PG FOILS LTD.
2204,526751,GRATEX INDUSTRIES LTD.
2205,526753,Kriptol Industries Ltd.
2206,526755,VELAN HOTELS LTD.
2207,526761,HOWARD HOTELS LTD.
2208,526773,Pressure Sensitive Systems (india) Ltd.
2209,526775,VALIANT COMMUNICATIONS LTD.
2210,526783,DR.AGARWALS EYE HOSPITAL LTD.
2211,526785,Crest Animation Studios Ltd.
2212,526795,MAHASAGAR TRAVELS LTD.
2213,526797,GREENPLY INDUSTRIES LTD.
2214,526799,UNION QUALITY PLASTICS LTD.
2215,526801,PSL LTD.
2216,526807,SEAMEC LTD.
2217,526813,RAGHUNATH INTERNATIONAL LTD.
2218,526817,CHEVIOT CO.LTD.
2219,526821,DAI-ICHI KARKARIA LTD.
2220,526823,Rajeswari Infrastructure Limited
2221,526827,SPICE ISLANDS APPARELS LTD.
2222,526829,CONFIDENCE PETROLEUM INDIA LTD.
2223,526833,Ananthi Constructions Ltd.
2224,526839,SHELTER INFRA PROJECTS LTD.
2225,526841,Shakti Press Ltd.
2226,526843,Atlanta Devcon Limited
2227,526847,ASHIRWAD STEELS & INDUSTRIES LTD.
2228,526849,BANARAS BEADS LTD.
2229,526851,AREX INDUSTRIES LTD.
2230,526853,BILCARE LTD.
2231,526859,ISF LIMITED
2232,526861,RISHI LASER LTD.
2233,526865,JAINCO PROJECTS (INDIA) LTD.
2234,526869,Kumbhat Financial Services Ltd.
2235,526871,INTEC CAPITAL LTD.
2236,526873,Rajasthan Gases Ltd.
2237,526879,Ut Ltd.
2238,526881,63 Moons Technologies Ltd
2239,526885,SARLA PERFORMANCE FIBERS LTD.
2240,526887,INDO CREDIT CAPITAL LTD.
2241,526891,MARKET CREATORS LTD.
2242,526893,Srinivasa Hatcheries Ltd.
2243,526899,Himalaya Food International Ltd
2244,526901,SONAL ADHESIVES LTD.
2245,526905,Padmanabh Industries Ltd
2246,526917,CHD DEVELOPERS LTD.
2247,526921,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.
2248,526927,DION GLOBAL SOLUTIONS LTD.
2249,526931,HARIYANA SHIP BREAKERS LTD.
2250,526935,Arunis Abode Ltd
2251,526941,VAISHNO CEMENT CO.LTD.
2252,526945,TYROON TEA CO.LTD.
2253,526947,LA OPALA RG LTD.
2254,526951,Stylam Industries Limited
2255,526953,VENUS REMEDIES LTD.
2256,526955,ABL BIOTECHNOLOGIES LTD.
2257,526957,Uniply Decor Ltd
2258,526959,WOODSVILLA LTD.
2259,526965,GUJARAT CRAFT INDUSTRIES LTD.
2260,526967,HEERA ISPAT LTD.
2261,526971,DHOOT INDUSTRIAL FINANCE LTD.
2262,526977,Crimson Metal Engineering Company Ltd
2263,526981,Shri Bajrang Alliance Ltd
2264,526983,ASHOKA REFINERIES LTD.
2265,526987,URJA GLOBAL LTD.
2266,527001,ASHAPURA MINECHEM LTD.
2267,527005,SHREE PACETRONIX LTD.
2268,530001,GUJARAT ALKALIES & CHEMICALS LTD.
2269,530005,INDIA CEMENTS LTD.
2270,530007,JK TYRE & INDUSTRIES LTD.
2271,530011,MANGALORE CHEMICALS & FERTILIZERS LTD.
2272,530017,STANDARD INDUSTRIES LTD.
2273,530019,Jubilant Pharmova Ltd
2274,530023,The Investment Trust Of India Ltd
2275,530025,SAMYAK INTERNATIONAL LTD.
2276,530027,AADI INDUSTRIES LTD.
2277,530033,Moonbeam Industries Ltd.
2278,530035,SANTOSH FINE-FAB LTD.
2279,530037,SREE JAYALAKSHMI AUTOSPIN LTD.
2280,530039,Lords Chemicals Ltd.
2281,530043,ACKNIT INDUSTRIES LTD.
2282,530045,TITAN SECURITIES LTD.
2283,530047,Mohota Industries Ltd
2284,530049,J.J.EXPORTERS LTD.
2285,530053,Real Eco-Energy Ltd
2286,530055,HARMONY CAPITAL SERVICES LTD.
2287,530057,Vivanza Biosciences Ltd
2288,530059,Maharaja Shree Umaid Mills Ltd.
2289,530061,Rockland Thermionics Ltd.
2290,530063,YASHRAJ CONTAINEURS LTD.
2291,530065,Lords Ishwar Hotels Limited
2292,530067,CSL Finance Ltd
2293,530069,Proto Developers & Technologies Ltd.
2294,530073,SANGHVI MOVERS LTD.
2295,530075,SELAN EXPLORATION TECHNOLOGY LTD.
2296,530077,FRESHTROP FRUITS LTD.
2297,530079,FAZE THREE LTD.
2298,530091,ZYDEN GENTEC LTD.
2299,530093,ACE Edutrend Ltd
2300,530095,Pradhin Ltd
2301,530109,Anupam Finserv Ltd
2302,530111,RAJ PACKAGING INDUSTRIES LTD.
2303,530117,Privi Speciality Chemicals Ltd
2304,530119,NATRAJ PROTEINS LTD.
2305,530125,SAMRAT PHARMACHEM LTD.
2306,530127,NPR FINANCE LTD.
2307,530129,NILE LTD.
2308,530131,UDAIPUR CEMENT WORKS LTD.
2309,530133,AMCO INDIA LTD.
2310,530135,Optiemus Infracom Ltd
2311,530139,KREON FINNANCIAL SERVICES LTD.
2312,530141,GYAN DEVELOPERS & BUILDERS LTD.
2313,530145,KISAN MOULDINGS LTD.
2314,530149,KSL AND INDUSTRIES LTD.
2315,530151,VIJAY TEXTILES LTD.
2316,530161,GARODIA CHEMICALS LTD.
2317,530163,KERALA AYURVEDA LTD.
2318,530167,MOONGIPA CAPITAL FINANCE LTD.
2319,530169,MOHIT PAPER MILLS LTD.
2320,530171,DAULAT SECURITIES LTD.
2321,530173,OSCAR GLOBAL LTD.
2322,530175,ODYSSEY TECHNOLOGIES LTD.
2323,530177,SPS INTERNATIONAL LTD.
2324,530179,RSC INTERNATIONAL LTD.
2325,530185,SURAT TEXTILE MILLS LTD.
2326,530187,ATHARV ENTERPRISES LTD.
2327,530191,CHROMATIC INDIA LTD.
2328,530197,Fundviser Capital (India) Ltd
2329,530199,THEMIS MEDICARE LTD.
2330,530201,Kallam Textiles Ltd
2331,530207,BRAWN BIOTECH LTD.
2332,530213,FORTUNE INTERNATIONAL LTD.
2333,530215,Kings Infra Ventures Limited
2334,530219,Nutricircle Ltd
2335,530231,SUBHASH SILK MILLS LTD.
2336,530233,AURO LABORATORIES LTD.
2337,530235,KJMC FINANCIAL SERVICES LTD.
2338,530237,Gandhinagar Hotels Ltd.
2339,530239,SUVEN LIFE SCIENCES LTD.
2340,530243,MANGALYA SOFT-TECH LTD.
2341,530245,ARYAMAN FINANCIAL SERVICES LTD.
2342,530249,BRIDGE SECURITIES LTD.
2343,530251,RISA INTERNATIONAL LTD.
2344,530253,RAJASTHAN TUBE MANUFACTURING CO.LTD.
2345,530255,KAY POWER AND PAPER LTD.
2346,530259,INTER STATE OIL CARRIER LTD.
2347,530261,ARCUTTIPORE TEA CO.LTD.
2348,530263,GLOBAL CAPITAL MARKETS LTD.
2349,530265,SAINIK FINANCE & INDUSTRIES LTD.
2350,530267,SABOO BROTHERS LTD.
2351,530271,RICH UNIVERSE NETWORK LTD.
2352,530273,Liberty Phosphate Ltd.
2353,530281,QUANTUM DIGITAL VISION (INDIA) LTD.
2354,530289,SP CAPITAL FINANCING LTD.
2355,530291,Paos Industries Ltd
2356,530299,KOTHARI PRODUCTS LTD.
2357,530305,PICCADILY AGRO INDUSTRIES LTD.
2358,530307,CHAMAN LAL SETIA EXPORTS LTD.
2359,530309,CHANDRA PRABHU INTERNATIONAL LTD.
2360,530313,Kimia Biosciences Ltd
2361,530315,HINDUSTAN TIN WORKS LTD.
2362,530317,GODAVARI DRUGS LTD.
2363,530321,UNIMIN INDIA LTD.
2364,530323,ERA INFRA ENGINEERING LTD.
2365,530331,PREMCO GLOBAL LTD.
2366,530333,EMGEE CABLES & COMMUNICATIONS LTD.
2367,530337,Exelon Infrastructure Ltd.
2368,530341,MUKESH BABU FINANCIAL SERVICES LTD.
2369,530343,GENUS POWER INFRASTRUCTURES LTD.
2370,530347,MAGNUM LTD.
2371,530355,Asian Energy Services Ltd
2372,530357,KBS INDIA LIMITED
2373,530361,Prabhhans Industries Ltd
2374,530363,UGAR SUGAR WORKS LTD.
2375,530365,ORIENT BELL LIMITED
2376,530367,NRB BEARINGS LTD.
2377,530369,VAMSHI RUBBER LTD.
2378,530375,Nakshatra Infrastructure Ltd.
2379,530377,NILA INFRASTRUCTURES LTD.
2380,530381,PETRON ENGINEERING CONSTRUCTION LTD.
2381,530389,GEEFCEE FINANCE LTD.
2382,530391,Dot Com Global Ltd.
2383,530393,DB (INTERNATIONAL) STOCK BROKERS LTD.
2384,530401,VINYOFLEX LTD.
2385,530403,VALLABH POLY-PLAST INTERNATIONAL LTD.
2386,530405,JINDAL CAPITAL LTD.
2387,530407,EPIC ENERGY LTD.
2388,530419,SUMEDHA FISCAL SERVICES LTD.
2389,530421,KUWER INDUSTRIES LTD.
2390,530425,Sunday Exports Ltd.
2391,530427,CHOKSI IMAGING LTD.
2392,530429,ASHISH POLYPLAST LTD.
2393,530431,ADOR FONTECH LTD.
2394,530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.
2395,530435,Noesis Industries Limited
2396,530439,SIDDHA VENTURES LTD.
2397,530441,MAHANIVESH (INDIA) LTD.
2398,530443,KIRAN SYNTEX LTD.
2399,530445,Sumeru Industries Ltd.
2400,530449,RUNGTA IRRIGATION LTD.
2401,530457,CINERAD COMMUNICATIONS LTD.
2402,530459,VALSON INDUSTRIES LTD.
2403,530461,SABOO SODIUM CHLORO LTD.
2404,530469,GSL SECURITIES LTD.
2405,530475,Tinna Rubber and Infrastructure Limited
2406,530477,VIKRAM THERMO (INDIA) LTD.
2407,530479,Atlanta Infrastructure And Finance Ltd.
2408,530487,VIBROS ORGANICS LTD.
2409,530495,Stratmont Industries Ltd
2410,530497,MARVEL CAPITAL & FINANCE (INDIA) LTD.
2411,530499,A.K.CAPITAL SERVICES LTD.
2412,530505,UPPER GANGES SUGAR & INDUSTRIES LTD.
2413,530513,Accurate Transformers Ltd.
2414,530517,RELAXO FOOTWEARS LTD.
2415,530519,Interface Financial Services Ltd.
2416,530521,VIRAT INDUSTRIES LTD.
2417,530525,SHEETAL DIAMONDS LTD.
2418,530533,TERAI TEA CO.LTD.
2419,530537,MANRAJ HOUSING FINANCE LTD.
2420,530543,MARG LTD.
2421,530545,COSCO (INDIA) LTD.
2422,530547,KEN FINANCIAL SERVICES LTD.
2423,530549,SHILPA MEDICARE LTD.
2424,530555,PARAMOUNT COMMUNICATIONS LTD.
2425,530557,Ncl Research & Financial Services Ltd.
2426,530561,Radford Global Limited
2427,530565,ARCHANA SOFTWARE LTD.
2428,530571,EXPLICIT FINANCE LTD.
2429,530577,LADDERUP FINANCE LTD.
2430,530579,U. Y. Fincorp Ltd
2431,530581,EKAM LEASING & FINANCE CO.LTD.
2432,530585,SWASTIKA INVESTMART LTD.
2433,530589,PRIMA PLASTICS LTD.
2434,530595,TELECANOR GLOBAL LTD.
2435,530601,JAGSONPAL FINANCE & LEASING LTD.
2436,530605,GSL Nova Petrochemicals Limited
2437,530609,CARNATION INDUSTRIES LTD.
2438,530611,STURDY INDUSTRIES LTD.
2439,530615,GARG FURNACE LTD.
2440,530617,SAMPRE NUTRITIONS LTD.
2441,530621,Akar Auto Industries Ltd
2442,530627,Vipul Organics Ltd
2443,530635,Texplast Industries Ltd.
2444,530643,ECO RECYCLING LTD.
2445,530651,SOFTECH INFINIUM SOLUTIONS LTD.
2446,530655,Goodluck India Ltd
2447,530657,Global Securities Ltd.
2448,530663,Goyal Associates Ltd.
2449,530665,ZENITH HEALTH CARE LTD.
2450,530669,Ace Engitech Ltd
2451,530675,YORK EXPORTS LTD.
2452,530677,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.
2453,530683,PITHAMPUR POLY PRODUCTS LTD.
2454,530689,Lykis Limited
2455,530695,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.
2456,530697,Zenlabs Ethica Ltd
2457,530699,Raj Rayon Industries Limited
2458,530701,KDJ Holidayscapes and Resorts Limited
2459,530703,INFO-DRIVE SOFTWARE LTD.
2460,530705,FLORA TEXTILES LTD.
2461,530707,Aftek Ltd.
2462,530709,GOWRA LEASING & FINANCE LTD.
2463,530711,JAGAN LAMPS LTD.
2464,530713,AJEL LTD.
2465,530715,ALPS INDUSTRIES LTD.
2466,530719,Ikf Finance Ltd.
2467,530721,ANG Industries Limited
2468,530723,ASIT C.MEHTA FINANCIAL SERVICES LTD.
2469,530733,Encode Packaging India Ltd
2470,530735,SUPER BAKERS (INDIA) LTD.
2471,530741,OVOBEL FOODS LTD.
2472,530743,GEI INDUSTRIAL SYSTEMS LTD.
2473,530745,LN INDUSTRIES INDIA LTD.
2474,530747,INDO ASIAN FINANCE LTD.
2475,530755,CORAL NEWSPRINTS LTD.
2476,530759,STERLING TOOLS LTD.
2477,530763,Sunbright Stock Broking Ltd.
2478,530765,Agarwal Fortune India Ltd
2479,530769,Venus Universal Ltd.
2480,530771,KLG CAPITAL SERVICES LTD.
2481,530773,IVRCL LTD
2482,530777,INFRA INDUSTRIES LTD.
2483,530779,DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.
2484,530781,INTERNATIONAL HOUSING FINANCE CORPORATION LTD.
2485,530783,TRANS ASIA CORPORATION LTD.
2486,530787,INLAND PRINTERS LTD.
2487,530789,CEEJAY FINANCE LTD.
2488,530795,SUNCITY SYNTHETICS LTD.
2489,530797,SHREE GANESH ELASTOPLAST LTD.
2490,530799,ANNA INFRASTRUCTURES LTD.
2491,530801,DIAMOND INFOSYSTEMS LTD.
2492,530803,Bhageria Industries Ltd
2493,530805,Onesource Ideas Venture Ltd
2494,530807,REGALIAA REALTY LTD.
2495,530809,BNR UDYOG LTD.
2496,530811,NETVISTA INFORMATION TECHNOLOGY LTD.
2497,530813,KRBL LTD.
2498,530815,REFNOL RESINS & CHEMICALS LTD.
