,Stock_Codes,Company_Name
3995,537645,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund-series 1-regular Plan-divind Payot
3996,537646,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund - Series 1 - Direct Plan - Growth
3997,537647,Birla Sun Life Mutual Fund - Birla Sun Life Focused Equity Fund-Series 1-Direct Plan-Dividnd Payot
3998,537648,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1-Reglr Plan Cumulative
3999,537649,ICICI Prudential Mutual Fund - ICICI Prudential Equity Savings Fund Series 1-Regular Plan Dividend
4000,537650,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1-direct Plan Cumulative
4001,537651,Icici Prudential Mutual Fund - Icici Prudential Equity Savings Fund Series 1 - Direct Plan Dividend
4002,537669,Laxmipati Engineering Works Ltd
4003,537700,Idfc Mutual Fund- Idfc Equity Opportunity- Series 3 - Regular Plan- Dividend
4004,537701,Idfc Mutual Fund - Idfc Equity Opportunity- Series 3 - Direct Plan- Dividend
4005,537707,ETT Ltd
4006,537708,Kotak Mahindra Mutual Fund - Kotak Nifty ETF
4007,537709,Shree Hanuman Sugar & Industries Ltd
4008,537750,Kiran Vyapar Ltd
4009,537766,B.C. Power Controls Ltd
4010,537784,Karnimata Cold Storage Ltd
4011,537785,Race Eco Chain Ltd
4012,537820,Viji Finance Ltd
4013,537839,Phoenix Township Ltd
4014,537840,Raunaq EPC International Ltd
4015,537866,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Regular Plan - G O
4016,537867,HDFC Mutual Fund - HDFC Rajiv Gandhi Equity Savings Scheme - Series 2-Regular Plan- D P O
4017,537868,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Growth O
4018,537869,Hdfc Mutual Fund - Hdfc Rajiv Gandhi Equity Savings Scheme - Series 2- Direct Plan- Dvdd P O
4019,537922,Icici Prudential Value Fund Series 3(regular Dividend Option)
4020,537923,Icici Prudential Value Fund Series 3(direct Dividend Option)
4021,537954,Shri Krishna Prasadam Ltd
4022,537958,LIC MF RGESS Fund Series- 2 Regular Plan Growth Option
4023,537959,Lic Mf Rgess Fund Series 2 Regular Plan Dividend Payout Option
4024,537960,Lic Mf Rgess Fund Series 2 Direct Plan Growth Option
4025,537961,Lic Mf Rgess Fund Series 2 Direct Plan Dividend Payout Option
4026,538015,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - Growth
4027,538016,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan - D P
4028,538017,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan - Growth
4029,538018,Birla Sun Life Mutual Fund- Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-dividend P
4030,538019,Oceanaa Biotek Industries Ltd
4031,538057,CPSE ETF
4032,538081,Haria Apparels Ltd
4033,538092,Shri Vasuprada Plantations Ltd
4034,538119,R&B Denims Ltd
4035,538128,Womens Next Loungeries Ltd
4036,538180,Gold Line International Finvest Ltd
4037,538212,Sharp Investments Ltd
4038,538268,Wonderla Holidays Ltd
4039,538273,Response Informatics Ltd
4040,538287,Tarang Projects & Consultant Ltd
4041,538295,Kausambi Vanijya Ltd
4042,538309,Ipru2365
4043,538310,IPRU2366
4044,538311,Ipru8565
4045,538312,Ipru8566
4046,538319,GCM Capital Advisors Ltd
4047,538351,A.F. Enterprises Ltd
4048,538364,Birdhi Chand Pannalal Agencies Ltd
4049,538365,Incredible Industries Ltd
4050,538382,West Leisure Resorts Ltd
4051,538395,Nam Securities Ltd
4052,538401,Maestros Electronics & Telecommunications Systems Ltd
4053,538402,SPS Finquest Ltd
4054,538418,Reliance Close Ended Equity Fund Ii- Series A - Direct Plan Dividend Payout Option
4055,538419,Reliance Close Ended Equity Fund II- Series A - Direct Plan Growth Option
4056,538420,Reliance Close Ended Equity Fund II- Series A - Dividend Payout Option
4057,538421,Reliance Close Ended Equity Fund II- Series A - Growth Option
4058,538422,Jackson Investments Ltd
4059,538432,Divinus Fabrics Ltd
4060,538433,Classic Global Finance & Capital Ltd
4061,538446,Moneyboxx Finance Ltd
4062,538450,Dhyana Finstock Ltd
4063,538451,Worth Investment & Trading Co Ltd
4064,538452,Quasar India Ltd
4065,538464,Thirani Projects Ltd
4066,538465,Amarnath Securities Ltd
4067,538476,Capital Trade Links Ltd
4068,538496,Tarini International Ltd
4069,538501,ICICI Prudential Growth Fund Series 1 (Regular Dividend Payout)
4070,538502,Icici Prudential Growth Fund Series 1 (direct Dividend Option)
4071,538504,Creative Merchants Ltd
4072,538520,Shivamshree Businesses Ltd
4073,538521,Yaan Enterprises Ltd
4074,538537,Omansh Enterprises Ltd
4075,538539,J. Taparia Projects Ltd
4076,538540,Ramchandra Leasing & Finance Ltd
4077,538542,Gold Coin Health Foods Ltd
4078,538546,Bansal Roofing Products Ltd
4079,538547,Oasis Tradelink Ltd
4080,538548,Vitan Agro Industries Ltd
4081,538556,Arman Holdings Ltd
4082,538557,Sai Baba Investment And Commercial Enterprises Ltd
4083,538562,Skipper Ltd
4084,538563,Adarsh Mercantile Ltd
4085,538564,James Warren Tea Ltd
4086,538565,Vistar Amar Ltd
4087,538566,Apollo Tricoat Tubes Ltd
4088,538567,Gulf Oil Lubricants India Ltd
4089,538568,Fruition Venture Ltd
4090,538569,Triveni Enterprises Ltd
4091,538570,Achal Investments Ltd
4092,538575,Solis Marketing Ltd
4093,538576,Bhanderi Infracon Ltd
4094,538577,ICICI Prudential Growth Fund Series 2 (Regular Plan - Dividend Payout Option)
4095,538578,Icici Prudential Growth Fund Series 2 (direct Plan - Dividend Payout Option)
4096,538579,Zinema Media And Entertainment Ltd
4097,538591,Reliance Mutual Fund - Reliance Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio
4098,538592,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Direct Plan Growth Option
4099,538593,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Dividend Payout Option
4100,538594,Reliance Mutual Fund- Reliance Capital Builder Fund- Series A - Growth Option
4101,538595,Gloster Ltd
4102,538596,Quantum Build-Tech Ltd
4103,538597,TTI Enterprise Ltd
4104,538598,Vishal Fabrics Ltd
4105,538607,Toyam Sports Ltd
4106,538609,Gajanan Securities Services Ltd
4107,538610,Unison Metals Ltd
4108,538611,Real Touch Finance Ltd
4109,538630,Reliance Mutual Fund - Reliance Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot O
4110,538631,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Direct Growth Plan- Growth Option
4111,538632,Reliance Mutual Fund- Reliance Capital Builder Fund- Series B - Dividend Plan-dividend Pyut Otin
4112,538633,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Growth Plan- Growth Option
4113,538634,Vasundhara Rasayans Ltd
4114,538635,Snowman Logistics Ltd
4115,538646,QGO Finance Ltd
4116,538647,Purshottam Investofin Ltd
4117,538648,Icici Prudential Value Fund Series 5 (regular Cumulative Option)
4118,538649,ICICI Prudential Value Fund Series 5 (Regular Dividend Option)
4119,538650,Icici Prudential Value Fund Series 5 (direct Cumulative Option)
4120,538651,Icici Prudential Value Fund Series 5 (direct Dividend Option)
4121,538652,Hind Commerce Ltd
4122,538653,Ejecta Marketing Ltd
4123,538666,Sharda Cropchem Ltd
4124,538667,Sirohia & Sons Ltd
4125,538668,Naysaa Securities Ltd
4126,538674,City Online Services Ltd
4127,538683,Nippon India ETF S&P BSE Sensex
4128,538684,Encash Entertainment Ltd
4129,538685,Shemaroo Entertainment Ltd
4130,538706,Ultracab (India) Ltd
4131,538707,Rajasthan Cylinders & Containers Ltd
4132,538708,Econo Trade (India) Ltd
4133,538709,SBI Equity Opportunities Fund - Series I- Regular Plan -Growth
4134,538710,SBI Equity Opportunities Fund - Series I-Regular Plan- Dividend Payout
4135,538711,Sbi Equity Opportunities Fund - Series I-direct Plan -growth
4136,538712,Sbi Equity Opportunities Fund - Series I-direct Plan - Dividend Payout
4137,538713,Atishay Ltd
4138,538714,Sangam Finserv Ltd
4139,538715,Dhabriya Polywood Ltd
4140,538716,Aryaman Capital Markets Ltd
4141,538717,Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option
4142,538718,Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option
4143,538719,Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-Dividend P O
4144,538720,Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option
4145,538728,ICICI Prudential Growth Fund Series 3 (Regular Plan - Dividend Payout Option)
4146,538729,Icici Prudential Growth Fund Series 3 (direct Plan - Dividend Payout Option)
4147,538730,PDS Ltd
4148,538731,Hanman Fit Ltd
4149,538732,Vibrant Global Capital Ltd
4150,538733,Starlit Power Systems Ltd
4151,538734,Ceinsys Tech Ltd
4152,538742,Panabyte Technologies Ltd
4153,538743,Mudunuru Ltd
4154,538755,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 REGULAR GROWTH
4155,538756,Aditya Birla Sun Life Focused Equity Fund - Series 3 Regular Dividend
4156,538757,Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Growth
4157,538758,Aditya Birla Sun Life Focused Equity Fund - Series 3 Direct Dividend
4158,538763,ICICI Prudential Growth Fund Series 4 (Regular Plan - Dividend Payout Option)
4159,538764,Icici Prudential Growth Fund Series 4 (direct Plan - Dividend Payout Option)
4160,538765,JLA Infraville Shoppers Ltd
4161,538770,Crane Infrastructure Ltd
4162,538771,Pincon Spirit Ltd
4163,538772,Niyogin Fintech Ltd
4164,538777,Asia Capital Ltd
4165,538778,Kalyan Capitals Ltd
4166,538786,Citizen Infoline Ltd
4167,538787,Goenka Business & Finance Ltd
4168,538788,Gilada Finance & Investments Ltd
4169,538789,Budge Budge Company Ltd
4170,538793,Tej Infoways Ltd
4171,538794,Jet Infraventure Ltd
4172,538795,Shree Ajit Pulp And Paper Ltd
4173,538808,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Growth
4174,538809,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Dividend Payout
4175,538810,Dsp Blackrock 3 Years Close Ended Equity Fund- Direct Plan - Growth
4176,538811,Dsp Blackrock 3 Years Close Ended Equity Fund-direct Plan - Dividend Payout
4177,538812,Aanchal Ispat Ltd
4178,538817,Captain Pipes Ltd
4179,538818,SBI Equity Opportunities Fund - Series II-Regular Plan -Growth
4180,538819,Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout
4181,538820,Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth
4182,538821,Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout
4183,538833,Anubhav Infrastructure Ltd
4184,538834,JMJ Fintech Ltd
4185,538835,Intellect Design Arena Ltd
4186,538836,Monte Carlo Fashions Ltd
4187,538837,Jeevan Scientific Technology Ltd
4188,538838,Indo Cotspin Ltd
4189,538841,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR GROWTH
4190,538842,Aditya Birla Sun Life Focused Equity Fund - Series 4 Regular Dividend
4191,538843,Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Growth
4192,538844,Aditya Birla Sun Life Focused Equity Fund - Series 4 Direct Dividend
4193,538853,Reliance Capital Builder Fund Ii - Series A - Direct Plan Dividend Payout Option
4194,538854,Reliance Capital Builder Fund Ii - Series A - Direct Plan Growth Option
4195,538855,Reliance Capital Builder Fund II - Series A -  Dividend Payout Option
4196,538856,Reliance Capital Builder Fund II - Series A -  Growth Option
4197,538857,Scintilla Commercial & Credit Ltd
4198,538858,Camson Bio Technologies Ltd
4199,538860,Panafic Industrials Ltd
4200,538861,Amsons Apparels Ltd
4201,538862,My Money Securities Ltd
4202,538863,Sri Amarnath Finance Ltd
4203,538868,Continental Securities Ltd
4204,538873,Winy Commercial & Fiscal Services Ltd
4205,538874,Nexus Surgical And Medicare Ltd
4206,538875,Sellwin Traders Ltd
4207,538876,S T Services Ltd
4208,538881,Galada Finance Ltd
4209,538882,Emerald Finance Ltd
4210,538890,M.K. Exim (India) Ltd
4211,538891,Magellanic Cloud Ltd
4212,538892,ICICI Prudential Growth Fund Series 6 (Regular Plan - Dividend Payout)
4213,538893,Icici Prudential Growth Fund Series 6 (direct Plan - Dividend Payout)
4214,538894,Octal Credit Capital Ltd
4215,538895,Mihika Industries Ltd
4216,538896,Kanchi Karpooram Ltd
4217,538897,Shri Niwas Leasing And Finance Ltd
4218,538902,Dhunseri Tea & Industries Ltd
4219,538918,Vani Commercials Ltd
4220,538919,Skyline Ventures India Ltd
4221,538920,Vintage Coffee And Beverages Ltd
4222,538921,Raghuvansh Agrofarms Ltd
4223,538922,COSYN Ltd
4224,538923,Sofcom Systems Ltd
4225,538924,ICICI Prudential Growth Fund Series 7 (Regular Plan - Dividend Payout)
4226,538925,Icici Prudential Growth Fund Series 7 (direct Plan - Dividend Payout)
4227,538926,Naturite Agro Products Ltd
4228,538928,Karnavati Finance Ltd
4229,538935,Abhishek Finlease Ltd
4230,538936,Icici Prudential Growth Fund Series 8 (regular Plan - Dividend Payout)
4231,538937,Icici Prudential Growth Fund Series 8 (direct Plan - Dividend Payout)
4232,538938,Reliance Capital Builder Fund Ii - Series B - Direct Plan Dividend Payout Option
4233,538939,Reliance Capital Builder Fund Ii - Series B - Direct Plan Growth Option
4234,538940,Reliance Capital Builder Fund II - Series B -  Dividend Payout Option
4235,538941,Reliance Capital Builder Fund II - Series B -  Growth Option
4236,538942,Mercantile Ventures Ltd
4237,538943,Sonal Mercantile Ltd
4238,538952,Abhinav Leasing & Finance Ltd
4239,538957,LIC MF RGESS Fund Series- 3 -Regular Plan- Growth Option
4240,538958,Lic Mf Rgess Fund Series -3- Regular Plan -dividend Payout Option
4241,538959,Lic Mf Rgess Fund Series -3 -direct Plan -growth Option
4242,538960,Lic Mf Rgess Fund Series- 3 -direct Plan -dividend Payout Option
4243,538961,Genus Paper & Boards Ltd
4244,538962,Minda Corporation Ltd
4245,538963,Pact Industries Ltd
4246,538964,Mercury Laboratories Ltd
4247,538965,Concord Drugs Ltd
4248,538970,Wardwizard Innovations & Mobility Ltd
4249,538975,Shree Securities Ltd
4250,538979,Greenlam Industries Ltd
4251,538980,Hdfc Focused Equity Fund Plan A - Direct Option- Growth Option
4252,538981,Hdfc Focused Equity Fund Plan A - Direct Option- Dividend Option
4253,538982,HDFC Focused Equity Fund Plan A-Regular Option- Growth Option
4254,538983,HDFC Focused Equity Fund Plan A-Regular Option - Dividend Option
4255,538987,Talbros Engineering Ltd
4256,538992,SAR Auto Products Ltd
4257,538993,Purohit Construction Ltd
4258,539005,Jayatma Enterprises Ltd
4259,539006,PTC Industries Ltd
4260,539007,Pincon Lifestyle Ltd
4261,539008,Tirupati Fincorp Ltd
4262,539009,GBL Industries Ltd
4263,539010,Shri Mahalaxmi Agricultural Development Ltd
4264,539011,Chennai Ferrous Industries Ltd
4265,539012,Megri Soft Ltd
4266,539013,Gita Renewable Energy Ltd
4267,539014,Kalpa Commercial Ltd
4268,539015,Ortel Communications Ltd
4269,539016,Neil Industries Ltd
4270,539017,Star Housing Finance Ltd
4271,539018,Beekay Steel Industries Ltd
4272,539026,SSPN Finance Ltd
4273,539031,SBI Mutual Fund - SBI - ETF BSE 100
4274,539032,Fraser and Company Ltd
4275,539040,Tirupati Tyres Ltd
4276,539041,SVP Housing Ltd
4277,539042,AGI Infra Ltd
4278,539043,BKM Industries Ltd
4279,539044,Manaksia Steels Ltd
4280,539045,Manaksia Aluminium Company Ltd
4281,539046,Manaksia Coated Metals & Industries Ltd
4282,539052,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 REGULAR GROWTH
4283,539053,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 REGULAR DIVIDEND
4284,539054,Aditya Birla Sun Life Focused Equity Fund - Series 5 Direct Growth
4285,539055,Aditya Birla Sun Life Focused Equity Fund - Series 5 Direct Dividend
4286,539056,Imagicaaworld Entertainment Ltd
4287,539063,Reliance Capital Builder Fund II - Series C - Direct Plan Dividend Payout Option
4288,539065,Reliance Capital Builder Fund Ii - Series C - Direct Plan Growth Option
4289,539067,Reliance Capital Builder Fund Ii - Series C - Dividend Payout Option
4290,539070,Reliance Capital Builder Fund II - Series C -  Growth Option
4291,539083,Inox Wind Ltd
4292,539084,Icici Prudential India Recovery Fund - Series 1 (regular Plan - Dividend Payout Option)
4293,539085,Icici Prudential India Recovery Fund - Series 1 (direct Plan - Dividend Payout Option)
4294,539090,Rajputana Investment and Finance Ltd
4295,539091,Consecutive Investment & Trading Company Ltd
4296,539092,Icici Prudential Value Fund Series 6- Direct Plan Cumulative Option
4297,539093,Icici Prudential Value Fund Series 6- Direct Plan Dividend Option
4298,539094,Icici Prudential Value Fund Series 6- Regular Plan Cumulative Option
4299,539095,ICICI Prudential Value Fund Series 6- Regular Plan Dividend Option
4300,539096,Aananda Lakshmi Spinning Mills Ltd
4301,539097,UR Sugar Industries Ltd
4302,539098,Filtra Consultants and Engineers Ltd
4303,539099,Athena Constructions Ltd
4304,539100,ICICI Prudential India Recovery Fund - Series 2 (Regular Plan - Dividend Payout Option)
4305,539101,Icici Prudential India Recovery Fund - Series 2 (direct Plan - Dividend Payout Option)
4306,539110,Northlink Fiscal and Capital Services Ltd
4307,539111,Sheshadri Industries Ltd
4308,539112,SAB Industries Ltd
4309,539113,Paul Merchants Ltd
4310,539114,Hind Securities & Credits Ltd
4311,539115,Alan Scott Industries Ltd
4312,539116,O. P. Chains Ltd
4313,539117,Sujala Trading & Holdings Ltd
4314,539118,VRL Logistics Ltd
4315,539119,Jain Marmo Industries Ltd
4316,539120,Bangalore Fort Farms Ltd
4317,539121,Palco Metals Ltd
4318,539122,Bodhtree Consulting Ltd
4319,539123,V B Industries Ltd
4320,539124,Sarvottam Finvest Ltd
4321,539125,Layla Textile and Traders Ltd
4322,539126,MEP Infrastructure Developers Ltd
4323,539131,Crescent Leasing Ltd
4324,539132,Wardwizard Foods and Beverages Ltd
4325,539133,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth option
4326,539134,HDFC Focused Equity Fund Plan B - Regular Option- Growth
4327,539135,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend option
4328,539136,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth Option
4329,539137,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option
4330,539138,Hdfc Focused Equity Fund Plan B - Regular Option- Dividend Payout
4331,539139,Hdfc Focused Equity Fund Plan A - Direct Option - Growth
4332,539140,Hdfc Focused Equity Fund Plan A- Direct Option - Dividend Payout
4333,539141,UFO Moviez India Ltd
4334,539142,Edelweiss Mutual Fund - Edelweiss Exchange Traded Scheme - Nifty ( Nifty EES )
4335,539143,Panth Infinity Ltd
4336,539148,Shivalik Rasayan Ltd
4337,539149,Integrated Capital Services Ltd
4338,539150,PNC Infratech Ltd
4339,539151,Arfin India Ltd
4340,539167,Virat Leasing Ltd
4341,539168,Spisys Ltd
4342,539169,Funny Software Ltd
4343,539174,Helpage Finlease Ltd
4344,539175,Indra Industries Ltd
4345,539176,Hawa Engineers Ltd
4346,539177,Authum Investment & Infrastructure Ltd
4347,539178,Positive Electronics Ltd
4348,539179,Icici Prudential Value Fund Series 7
4349,539180,Icici Prudential Value Fund Series 7
4350,539189,Adhbhut Infrastructure Ltd
4351,539190,Decillion Finance Ltd
4352,539195,POCL Enterprises Ltd
4353,539196,Amba Enterprises Ltd
4354,539197,Devhari Exports (India) Ltd
4355,539198,Capfin India Ltd
4356,539199,SG Finserve Ltd
4357,539200,Noble Polymers Ltd
4358,539201,Satia Industries Ltd
4359,539202,Reliance Capital Builder Fund Iii Series A - Direct Plan Dividend Payout Option
4360,539203,Reliance Capital Builder Fund Iii Series A- Direct Plan Growth Option
4361,539204,Reliance Capital Builder Fund Iii Series A- Dividend Plan Dividend Payout
4362,539205,Reliance Capital Builder Fund III Series A- Growth Plan - Growth
4363,539206,Genomic Valley Biotech Ltd
4364,539207,Manpasand Beverages Ltd
4365,539216,Garment Mantra Lifestyle Ltd
4366,539217,Srestha Finvest Ltd
4367,539218,Saumya Consultants Ltd
4368,539219,Mauria Udyog Ltd
4369,539220,Mishka Exim Ltd
4370,539221,Sportking India Ltd
4371,539222,Growington Ventures India Ltd
4372,539223,Ambition Mica Ltd
4373,539224,HCKK Ventures Ltd
4374,539225,Jiya Eco-Products Ltd
4375,539226,Rudra Global Infra Products Ltd
4376,539227,Loyal Equipments Ltd
4377,539228,Gala Global Products Ltd
4378,539229,Majestic Research Services and Solutions Ltd
4379,539230,Chemiesynth (Vapi) Ltd
4380,539235,Grandeur Products Ltd
4381,539246,Jyotirgamya Enterprises Ltd
4382,539251,Balkrishna Paper Mills Ltd
4383,539252,Shyam Century Ferrous Ltd
4384,539253,Surya India Ltd
4385,539254,Adani Energy Solutions Ltd
4386,539255,Star Delta Transformers Ltd
4387,539265,Amrapali Fincap Ltd
4388,539266,Concrete Credit Ltd
4389,539267,Samsrita Labs Ltd
4390,539268,Syngene International Ltd
4391,539273,Pecos Hotels and Pubs Ltd
4392,539274,Boston Leasing and Finance Ltd
4393,539275,Mangalam Seeds Ltd
4394,539276,Kaya Ltd
4395,539277,Alstone Textiles (India) Ltd
4396,539278,Symbiox Investment & Trading Company Ltd
4397,539285,Icici Prudential Value Fund Series 8 - Direct Plan Dividend Option
4398,539286,Icici Prudential Value Fund Series 8 - Regular Plan Dividend Option
4399,539287,Ortin Laboratories Ltd
4400,539288,AVI Polymers Ltd
4401,539289,Aurum PropTech Ltd
4402,539290,Oswal Greentech Ltd
4403,539291,Vasudhagama Enterprises Ltd
4404,539300,A.K. Spintex Ltd
4405,539301,Arvind SmartSpaces Ltd
4406,539302,Power Mech Projects Ltd
4407,539303,Minda Finance Ltd
4408,539304,Canopy Finance Ltd
4409,539309,Rama Steel Tubes Ltd
4410,539310,Thinkink Picturez Ltd
4411,539311,Nishtha Finance and Investment (India) Ltd
4412,539312,UTI S&P BSE SENSEX ETF
4413,539313,UTI NIFTY 50 ETF
4414,539314,Universal Autofoundry Ltd
4415,539319,Icici Prudential India Recovery Fund Series 3 - Direct Plan - Cumulative Option
4416,539320,Icici Prudential India Recovery Fund Series 3 - Direct Plan - Dividend Payout
4417,539321,Icici Prudential India Recovery Fund Series 3 - Regular Plan - Cumulative
4418,539322,Icici Prudential India Recovery Fund Series 3 - Regular Plan - Dividend Option
4419,539331,Veto Switchgears and Cables Ltd
4420,539332,Navkar Corporation Ltd
4421,539333,Pennar Engineered Building Systems Ltd
4422,539334,Shree Pushkar Chemicals & Fertilisers Ltd
4423,539335,CHPL Industries Ltd
4424,539336,Gujarat Gas Ltd
4425,539337,Waaree Technologies Ltd
4426,539346,Sadbhav Infrastructure Project Ltd
4427,539347,Pneumatic Holdings Ltd
4428,539351,Prabhat Dairy Ltd
4429,539352,P. B. Films Ltd
4430,539353,Sal Automotive Ltd
4431,539354,Polyspin Exports Ltd
4432,539359,Pritika Auto Industries Ltd
4433,539363,Sri Krishna Constructions (India) Ltd
4434,539378,Soni Medicare Ltd
4435,539383,Mahaveer Infoway Ltd
4436,539384,Krishna Capital and Securities Ltd
4437,539391,Acme Resources Ltd
4438,539392,Sang Froid Labs (India) Ltd
4439,539393,Kabra Commercial Ltd
4440,539394,Icici Prudential Mutual Fund- Direct Plan Cumulative Option
4441,539395,Icici Prudential Mutual Fund- Direct Plan Dividend Option
4442,539396,Icici Prudential Mutual Fund- Regular Plan Cumulative Option
4443,539397,ICICI Prudential Mutual Fund- Regular Plan Dividend Option
4444,539398,Vishal Bearings Ltd
4445,539399,Bella Casa Fashion & Retail Ltd
4446,539400,Mallcom (India) Ltd
4447,539401,Patdiam Jewellery Ltd
4448,539402,Vaksons Automobiles Ltd
4449,539403,Arambhan Hospitality Services Ltd
4450,539404,Satin Creditcare Network Ltd
4451,539405,Decorous Investment & Trading Co Ltd
4452,539406,Swagtam Trading & Services Ltd
4453,539407,Generic Engineering Construction and Projects Ltd
4454,539408,Kuber Udyog Ltd
4455,539409,Neeraj Paper Marketing Ltd
4456,539410,Muzali Arts Ltd
4457,539420,Birla Sun Life Focused Equity Fund- Series 6- Regular Plan- Growth
4458,539421,Birla Sun Life Focused Equity Fund- Series 6- Regular Plan- Dividend Payout
4459,539422,Birla Sun Life Focused Equity Fund- Series 6- Direct Plan- Growth
4460,539423,Birla Sun Life Focused Equity Fund- Series 6- Direct Plan- Dividend Payout
4461,539428,Tejnaksh Healthcare Ltd
4462,539433,Indo-Global Enterprises Ltd
4463,539434,Brilliant Portfolios Ltd
4464,539435,Richfield Financial Services Ltd
4465,539436,Coffee Day Enterprises Ltd
4466,539437,IDFC First Bank Ltd
4467,539446,Krishana Fabrics Ltd
4468,539447,Beardsell Ltd
4469,539448,InterGlobe Aviation Ltd
4470,539449,IGC Industries Ltd
4471,539450,S H Kelkar and Company Ltd
4472,539455,Aryavan Enterprise Ltd
4473,539469,Panorama Studios International Ltd
4474,539470,Shree Ganesh Biotech (India) Ltd
4475,539479,GTV Engineering Ltd
4476,539515,Quint Digital Media Ltd
4477,539518,Uday Jewellery Industries Ltd
4478,539519,Mayukh Dealtrade Ltd
4479,539520,Shailja Commercial Trade Frenzy Ltd
4480,539521,Navigant Corporate Advisors Ltd
4481,539522,Grovy India Ltd
4482,539523,Alkem Laboratories Ltd
4483,539524,Dr. Lal PathLabs Ltd
4484,539525,Navketan Merchants Ltd
4485,539526,Suncare Traders Ltd
4486,539527,Creative Castings Ltd
4487,539528,Aayush Food and Herbs Ltd
4488,539533,Elitecon International Ltd
4489,539542,Lux Industries Ltd
4490,539543,Valley Magnesite Company Ltd
4491,539544,Abhishek Infraventures Ltd
4492,539545,Apoorva Leasing Finance and Investment Company Ltd
4493,539546,Beekay Niryat Ltd
4494,539551,Narayana Hrudayalaya Ltd
4495,539559,Deep Diamond India Ltd
4496,539561,Remedium Lifecare Ltd
4497,539562,Aarnav Fashions Ltd
4498,539570,Acewin Agriteck Ltd
4499,539584,Sharanam Infraproject and Trading Ltd
4500,539593,Shivansh Finserve Ltd
4501,539594,Mishtann Foods Ltd
4502,539596,Delta Industrial Resources Ltd
4503,539597,Jindal Stainless (Hisar) Ltd
4504,539599,Kotia Enterprises Ltd
4505,539600,Chamak Holdings Ltd
4506,539607,Blue Cloud Softech Solutions Ltd
4507,539620,Kanoria Energy & Infrastructure Ltd
4508,539632,AAR Commercial Company Ltd
4509,539636,Precision Camshafts Ltd
4510,539637,Blueblood Ventures Ltd
4511,539658,TeamLease Services Ltd
4512,539659,Vidli Restaurants Ltd
4513,539660,Best Agrolife Ltd
4514,539661,Ace Men Engg Works Ltd
4515,539673,Radhagobind Commercial Ltd
4516,539678,Quick Heal Technologies Ltd
4517,539680,Ganga Pharmaceuticals Ltd
4518,539682,Lucent Industries Ltd
4519,539686,K.P. Energy Ltd
4520,539697,Hiliks Technologies Ltd
4521,539724,Hypersoft Technologies Ltd
4522,539725,Gokul Agro Resources Ltd
4523,539730,Fredun Pharmaceuticals Ltd
4524,539742,Simbhaoli Sugars Ltd
4525,539760,Relicab Cable Manufacturing Ltd
4526,539762,Modern Engineering And Projects Ltd
4527,539770,Darjeeling Ropeway Company Ltd
4528,539785,Pudumjee Paper Products Ltd
4529,539787,HealthCare Global Enterprises Ltd
4530,539788,Khemani Distributors & Marketing Ltd
4531,539798,Umiya Tubes Ltd
