,SYMBOL,NAME OF COMPANY,yTickers
1276,NEXTMEDIA,Next Mediaworks Limited,NEXTMEDIA.NS
1277,NFL,National Fertilizers Limited,NFL.NS
1278,NGIL,Nakoda Group of Industries Limited,NGIL.NS
1279,NGLFINE,NGL Fine-Chem Limited,NGLFINE.NS
1280,NH,Narayana Hrudayalaya Ltd.,NH.NS
1281,NHPC,NHPC Limited,NHPC.NS
1282,NIACL,The New India Assurance Company Limited,NIACL.NS
1283,NIBE,NIBE Limited,NIBE.NS
1284,NIBL,NRB Industrial Bearings Limited,NIBL.NS
1285,NIITLTD,NIIT Limited,NIITLTD.NS
1286,NIITMTS,NIIT Learning Systems Limited,NIITMTS.NS
1287,NILAINFRA,Nila Infrastructures Limited,NILAINFRA.NS
1288,NILASPACES,Nila Spaces Limited,NILASPACES.NS
1289,NILKAMAL,Nilkamal Limited,NILKAMAL.NS
1290,NINSYS,NINtec Systems Limited,NINSYS.NS
1291,NIPPOBATRY,Indo-National Limited,NIPPOBATRY.NS
1292,NIRAJ,Niraj Cement Structurals Limited,NIRAJ.NS
1293,NIRAJISPAT,Niraj Ispat Industries Limited,NIRAJISPAT.NS
1294,NITCO,Nitco Limited,NITCO.NS
1295,NITINSPIN,Nitin Spinners Limited,NITINSPIN.NS
1296,NITIRAJ,Nitiraj Engineers Limited,NITIRAJ.NS
1297,NIVABUPA,Niva Bupa Health Insurance Company Limited,NIVABUPA.NS
1298,NKIND,NK Industries Limited,NKIND.NS
1299,NLCINDIA,NLC India Limited,NLCINDIA.NS
1300,NMDC,NMDC Limited,NMDC.NS
1301,NOCIL,NOCIL Limited,NOCIL.NS
1302,NOIDATOLL,Noida Toll Bridge Company Limited,NOIDATOLL.NS
1303,NORBTEAEXP,Norben Tea & Exports Limited,NORBTEAEXP.NS
1304,NORTHARC,Northern Arc Capital Limited,NORTHARC.NS
1305,NOVAAGRI,Nova Agritech Limited,NOVAAGRI.NS
1306,NPST,Network People Services Technologies Limited,NPST.NS
1307,NRAIL,N R Agarwal Industries Limited,NRAIL.NS
1308,NRBBEARING,NRB Bearing Limited,NRBBEARING.NS
1309,NRL,Nupur Recyclers Limited,NRL.NS
1310,NSIL,Nalwa Sons Investments Limited,NSIL.NS
1311,NSLNISP,NMDC Steel Limited,NSLNISP.NS
1312,NTPC,NTPC Limited,NTPC.NS
1313,NTPCGREEN,NTPC Green Energy Limited,NTPCGREEN.NS
1314,NUCLEUS,Nucleus Software Exports Limited,NUCLEUS.NS
1315,NURECA,Nureca Limited,NURECA.NS
1316,NUVAMA,Nuvama Wealth Management Limited,NUVAMA.NS
1317,NUVOCO,Nuvoco Vistas Corporation Limited,NUVOCO.NS
1318,NYKAA,FSN E-Commerce Ventures Limited,NYKAA.NS
1319,OAL,Oriental Aromatics Limited,OAL.NS
1320,OBCL,Orissa Bengal Carrier Limited,OBCL.NS
1321,OBEROIRLTY,Oberoi Realty Limited,OBEROIRLTY.NS
1322,OCCL,Oriental Carbon & Chemicals Limited,OCCL.NS
1323,OCCLLTD,OCCL Limited,OCCLLTD.NS
1324,ODIGMA,Odigma Consultancy Solutions Limited,ODIGMA.NS
1325,OFSS,Oracle Financial Services Software Limited,OFSS.NS
1326,OIL,Oil India Limited,OIL.NS
1327,OILCOUNTUB,Oil Country Tubular Limited,OILCOUNTUB.NS
1328,OLAELEC,Ola Electric Mobility Limited,OLAELEC.NS
1329,OLECTRA,Olectra Greentech Limited,OLECTRA.NS
1330,OMAXAUTO,Omax Autos Limited,OMAXAUTO.NS
1331,OMAXE,Omaxe Limited,OMAXE.NS
1332,OMINFRAL,OM INFRA LIMITED,OMINFRAL.NS
1333,OMKARCHEM,Omkar Speciality Chemicals Limited,OMKARCHEM.NS
1334,ONELIFECAP,Onelife Capital Advisors Limited,ONELIFECAP.NS
1335,ONEPOINT,One Point One Solutions Limited,ONEPOINT.NS
1336,ONESOURCE,Onesource Specialty Pharma Limited,ONESOURCE.NS
1337,ONGC,Oil & Natural Gas Corporation Limited,ONGC.NS
1338,ONMOBILE,OnMobile Global Limited,ONMOBILE.NS
1339,ONWARDTEC,Onward Technologies Limited,ONWARDTEC.NS
1340,OPTIEMUS,Optiemus Infracom Limited,OPTIEMUS.NS
1341,ORBTEXP,Orbit Exports Limited,ORBTEXP.NS
1342,ORCHASP,Orchasp Limited,ORCHASP.NS
1343,ORCHPHARMA,Orchid Pharma Limited,ORCHPHARMA.NS
1344,ORICONENT,Oricon Enterprises Limited,ORICONENT.NS
1345,ORIENTALTL,Oriental Trimex Limited,ORIENTALTL.NS
1346,ORIENTBELL,Orient Bell Limited,ORIENTBELL.NS
1347,ORIENTCEM,Orient Cement Limited,ORIENTCEM.NS
1348,ORIENTCER,ORIENT CERATECH LIMITED,ORIENTCER.NS
1349,ORIENTELEC,Orient Electric Limited,ORIENTELEC.NS
1350,ORIENTHOT,Oriental Hotels Limited,ORIENTHOT.NS
1351,ORIENTLTD,Orient Press Limited,ORIENTLTD.NS
1352,ORIENTPPR,Orient Paper & Industries Limited,ORIENTPPR.NS
1353,ORIENTTECH,Orient Technologies Limited,ORIENTTECH.NS
1354,ORISSAMINE,The Orissa Minerals Development Company Limited,ORISSAMINE.NS
1355,ORTEL,Ortel Communications Limited,ORTEL.NS
1356,ORTINGLOBE,ORTIN GLOBAL LIMITED,ORTINGLOBE.NS
1357,OSIAHYPER,Osia Hyper Retail Limited,OSIAHYPER.NS
1358,OSWALAGRO,Oswal Agro Mills Limited,OSWALAGRO.NS
1359,OSWALGREEN,Oswal Greentech Limited,OSWALGREEN.NS
1360,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS
1361,PAGEIND,Page Industries Limited,PAGEIND.NS
1362,PAISALO,Paisalo Digital Limited,PAISALO.NS
1363,PAKKA,PAKKA LIMITED,PAKKA.NS
1364,PALASHSECU,Palash Securities Limited,PALASHSECU.NS
1365,PALREDTEC,Palred Technologies Limited,PALREDTEC.NS
1366,PANACEABIO,Panacea Biotec Limited,PANACEABIO.NS
1367,PANACHE,Panache Digilife Limited,PANACHE.NS
1368,PANAMAPET,Panama Petrochem Limited,PANAMAPET.NS
1369,PANSARI,Pansari Developers Limited,PANSARI.NS
1370,PAR,Par Drugs And Chemicals Limited,PAR.NS
1371,PARACABLES,Paramount Communications Limited,PARACABLES.NS
1372,PARADEEP,Paradeep Phosphates Limited,PARADEEP.NS
1373,PARAGMILK,Parag Milk Foods Limited,PARAGMILK.NS
1374,PARAS,Paras Defence and Space Technologies Limited,PARAS.NS
1375,PARASPETRO,Paras Petrofils Limited,PARASPETRO.NS
1376,PARKHOTELS,Apeejay Surrendra Park Hotels Limited,PARKHOTELS.NS
1377,PARSVNATH,Parsvnath Developers Limited,PARSVNATH.NS
1378,PASUPTAC,Pasupati Acrylon Limited,PASUPTAC.NS
1379,PATANJALI,Patanjali Foods Limited,PATANJALI.NS
1380,PATELENG,Patel Engineering Limited,PATELENG.NS
1381,PATINTLOG,Patel Integrated Logistics Limited,PATINTLOG.NS
1382,PAVNAIND,Pavna Industries Limited,PAVNAIND.NS
1383,PAYTM,One 97 Communications Limited,PAYTM.NS
1384,PCBL,PCBL Chemical Limited,PCBL.NS
1385,PCJEWELLER,PC Jeweller Limited,PCJEWELLER.NS
1386,PDMJEPAPER,Pudumjee Paper Products Limited,PDMJEPAPER.NS
1387,PDSL,PDS Limited,PDSL.NS
1388,PEARLPOLY,Pearl Polymers Limited,PEARLPOLY.NS
1389,PEL,Piramal Enterprises Limited,PEL.NS
1390,PENIND,Pennar Industries Limited,PENIND.NS
1391,PENINLAND,Peninsula Land Limited,PENINLAND.NS
1392,PERSISTENT,Persistent Systems Limited,PERSISTENT.NS
1393,PETRONET,Petronet LNG Limited,PETRONET.NS
1394,PFC,Power Finance Corporation Limited,PFC.NS
1395,PFIZER,Pfizer Limited,PFIZER.NS
1396,PFOCUS,Prime Focus Limited,PFOCUS.NS
1397,PFS,PTC India Financial Services Limited,PFS.NS
1398,PGEL,PG Electroplast Limited,PGEL.NS
1399,PGHH,Procter & Gamble Hygiene and Health Care Limited,PGHH.NS
1400,PGHL,Procter & Gamble Health Limited,PGHL.NS
1401,PGIL,Pearl Global Industries Limited,PGIL.NS
1402,PHOENIXLTD,The Phoenix Mills Limited,PHOENIXLTD.NS
1403,PIDILITIND,Pidilite Industries Limited,PIDILITIND.NS
1404,PIGL,Power & Instrumentation (Gujarat) Limited,PIGL.NS
1405,PIIND,PI Industries Limited,PIIND.NS
1406,PILANIINVS,Pilani Investment and Industries Corporation Limited,PILANIINVS.NS
1407,PILITA,PIL ITALICA LIFESTYLE LIMITED,PILITA.NS
1408,PIONEEREMB,Pioneer Embroideries Limited,PIONEEREMB.NS
1409,PITTIENG,Pitti Engineering Limited,PITTIENG.NS
1410,PIXTRANS,Pix Transmissions Limited,PIXTRANS.NS
1411,PKTEA,The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS
1412,PLASTIBLEN,Plastiblends India Limited,PLASTIBLEN.NS
1413,PLATIND,Platinum Industries Limited,PLATIND.NS
1414,PLAZACABLE,Plaza Wires Limited,PLAZACABLE.NS
1415,PNB,Punjab National Bank,PNB.NS
1416,PNBGILTS,PNB Gilts Limited,PNBGILTS.NS
1417,PNBHOUSING,PNB Housing Finance Limited,PNBHOUSING.NS
1418,PNC,Pritish Nandy Communications Limited,PNC.NS
1419,PNCINFRA,PNC Infratech Limited,PNCINFRA.NS
1420,PNGJL,P N Gadgil Jewellers Limited,PNGJL.NS
1421,POCL,Pondy Oxides & Chemicals Limited,POCL.NS
1422,PODDARMENT,Poddar Pigments Limited,PODDARMENT.NS
1423,POKARNA,Pokarna Limited,POKARNA.NS
1424,POLICYBZR,PB Fintech Limited,POLICYBZR.NS
1425,POLYCAB,Polycab India Limited,POLYCAB.NS
1426,POLYMED,Poly Medicure Limited,POLYMED.NS
1427,POLYPLEX,Polyplex Corporation Limited,POLYPLEX.NS
1428,PONNIERODE,Ponni Sugars (Erode) Limited,PONNIERODE.NS
1429,POONAWALLA,Poonawalla Fincorp Limited,POONAWALLA.NS
1430,POWERGRID,Power Grid Corporation of India Limited,POWERGRID.NS
1431,POWERINDIA,Hitachi Energy India Limited,POWERINDIA.NS
1432,POWERMECH,Power Mech Projects Limited,POWERMECH.NS
1433,PPAP,PPAP Automotive Limited,PPAP.NS
1434,PPL,Prakash Pipes Limited,PPL.NS
1435,PPLPHARMA,Piramal Pharma Limited,PPLPHARMA.NS
1436,PRABHA,Prabha Energy Limited,PRABHA.NS
1437,PRAENG,Prajay Engineers Syndicate Limited,PRAENG.NS
1438,PRAJIND,Praj Industries Limited,PRAJIND.NS
1439,PRAKASH,Prakash Industries Limited,PRAKASH.NS
1440,PRAKASHSTL,Prakash Steelage Limited,PRAKASHSTL.NS
1441,PRAXIS,Praxis Home Retail Limited,PRAXIS.NS
1442,PRECAM,Precision Camshafts Limited,PRECAM.NS
1443,PRECOT,Precot Limited,PRECOT.NS
1444,PRECWIRE,Precision Wires India Limited,PRECWIRE.NS
1445,PREMEXPLN,Premier Explosives Limited,PREMEXPLN.NS
1446,PREMIER,Premier Limited,PREMIER.NS
1447,PREMIERENE,Premier Energies Limited,PREMIERENE.NS
1448,PREMIERPOL,Premier Polyfilm Limited,PREMIERPOL.NS
1449,PRESTIGE,Prestige Estates Projects Limited,PRESTIGE.NS
1450,PRICOLLTD,Pricol Limited,PRICOLLTD.NS
1451,PRIMESECU,Prime Securities Limited,PRIMESECU.NS
1452,PRIMO,Primo Chemicals Limited,PRIMO.NS
1453,PRINCEPIPE,Prince Pipes And Fittings Limited,PRINCEPIPE.NS
1454,PRITI,Priti International Limited,PRITI.NS
1455,PRITIKAUTO,Pritika Auto Industries Limited,PRITIKAUTO.NS
1456,PRIVISCL,Privi Speciality Chemicals Limited,PRIVISCL.NS
1457,PROTEAN,Protean eGov Technologies Limited,PROTEAN.NS
1458,PROZONER,Prozone Realty Limited,PROZONER.NS
1459,PRSMJOHNSN,Prism Johnson Limited,PRSMJOHNSN.NS
1460,PRUDENT,Prudent Corporate Advisory Services Limited,PRUDENT.NS
1461,PRUDMOULI,Prudential Sugar Corporation Limited,PRUDMOULI.NS
1462,PSB,Punjab & Sind Bank,PSB.NS
1463,PSPPROJECT,PSP Projects Limited,PSPPROJECT.NS
1464,PTC,PTC India Limited,PTC.NS
1465,PTCIL,PTC Industries Limited,PTCIL.NS
1466,PTL,PTL Enterprises Limited,PTL.NS
1467,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS
1468,PURVA,Puravankara Limited,PURVA.NS
1469,PVP,PVP Ventures Limited,PVP.NS
1470,PVRINOX,PVR INOX Limited,PVRINOX.NS
1471,PVSL,Popular Vehicles and Services Limited,PVSL.NS
1472,PYRAMID,Pyramid Technoplast Limited,PYRAMID.NS
1473,QPOWER,Quality Power Electrical Equipments Limited,QPOWER.NS
1474,QUADFUTURE,Quadrant Future Tek Limited,QUADFUTURE.NS
1475,QUESS,Quess Corp Limited,QUESS.NS
1476,QUICKHEAL,Quick Heal Technologies Limited,QUICKHEAL.NS
1477,RACE,Race Eco Chain Limited,RACE.NS
1478,RACLGEAR,RACL Geartech Limited,RACLGEAR.NS
1479,RADAAN,Radaan Mediaworks India Limited,RADAAN.NS
1480,RADHIKAJWE,Radhika Jeweltech Limited,RADHIKAJWE.NS
1481,RADIANTCMS,Radiant Cash Management Services Limited,RADIANTCMS.NS
1482,RADICO,Radico Khaitan Limited,RADICO.NS
1483,RADIOCITY,Music Broadcast Limited,RADIOCITY.NS
1484,RAILTEL,Railtel Corporation Of India Limited,RAILTEL.NS
1485,RAIN,Rain Industries Limited,RAIN.NS
1486,RAINBOW,Rainbow Childrens Medicare Limited,RAINBOW.NS
1487,RAJESHEXPO,Rajesh Exports Limited,RAJESHEXPO.NS
1488,RAJMET,Rajnandini Metal Limited,RAJMET.NS
1489,RAJRATAN,Rajratan Global Wire Limited,RAJRATAN.NS
1490,RAJRILTD,Raj Rayon Industries Limited,RAJRILTD.NS
1491,RAJSREESUG,Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS
1492,RAJTV,Raj Television Network Limited,RAJTV.NS
1493,RALLIS,Rallis India Limited,RALLIS.NS
1494,RAMANEWS,Shree Rama Newsprint Limited,RAMANEWS.NS
1495,RAMAPHO,Rama Phosphates Limited,RAMAPHO.NS
1496,RAMASTEEL,Rama Steel Tubes Limited,RAMASTEEL.NS
1497,RAMCOCEM,The Ramco Cements Limited,RAMCOCEM.NS
1498,RAMCOIND,Ramco Industries Limited,RAMCOIND.NS
1499,RAMCOSYS,Ramco Systems Limited,RAMCOSYS.NS
1500,RAMKY,Ramky Infrastructure Limited,RAMKY.NS
1501,RAMRAT,Ram Ratna Wires Limited,RAMRAT.NS
1502,RANASUG,Rana Sugars Limited,RANASUG.NS
1503,RANEHOLDIN,Rane Holdings Limited,RANEHOLDIN.NS
1504,RATEGAIN,Rategain Travel Technologies Limited,RATEGAIN.NS
1505,RATNAMANI,Ratnamani Metals & Tubes Limited,RATNAMANI.NS
1506,RATNAVEER,Ratnaveer Precision Engineering Limited,RATNAVEER.NS
1507,RAYMOND,Raymond Limited,RAYMOND.NS
1508,RAYMONDLSL,Raymond Lifestyle Limited,RAYMONDLSL.NS
1509,RBA,Restaurant Brands Asia Limited,RBA.NS
1510,RBLBANK,RBL Bank Limited,RBLBANK.NS
1511,RBZJEWEL,RBZ Jewellers Limited,RBZJEWEL.NS
1512,RCF,Rashtriya Chemicals and Fertilizers Limited,RCF.NS
1513,RCOM,Reliance Communications Limited,RCOM.NS
1514,RECLTD,REC Limited,RECLTD.NS
1515,REDINGTON,Redington Limited,REDINGTON.NS
1516,REDTAPE,Redtape Limited,REDTAPE.NS
1517,REFEX,Refex Industries Limited,REFEX.NS
1518,REGENCERAM,Regency Ceramics Limited,REGENCERAM.NS
1519,RELAXO,Relaxo Footwears Limited,RELAXO.NS
1520,RELCHEMQ,Reliance Chemotex Industries Limited,RELCHEMQ.NS
1521,RELIABLE,Reliable Data Services Limited,RELIABLE.NS
1522,RELIANCE,Reliance Industries Limited,RELIANCE.NS
1523,RELIGARE,Religare Enterprises Limited,RELIGARE.NS
1524,RELINFRA,Reliance Infrastructure Limited,RELINFRA.NS
1525,RELTD,Ravindra Energy Limited,RELTD.NS
1526,REMSONSIND,Remsons Industries Limited,REMSONSIND.NS
1527,RENUKA,Shree Renuka Sugars Limited,RENUKA.NS
1528,REPCOHOME,Repco Home Finance Limited,REPCOHOME.NS
1529,REPL,Rudrabhishek Enterprises Limited,REPL.NS
1530,REPRO,Repro India Limited,REPRO.NS
1531,RESPONIND,Responsive Industries Limited,RESPONIND.NS
1532,RETAIL,JHS Svendgaard Retail Ventures Limited,RETAIL.NS
1533,RGL,Renaissance Global Limited,RGL.NS
1534,RHFL,Reliance Home Finance Limited,RHFL.NS
1535,RHIM,RHI MAGNESITA INDIA LIMITED,RHIM.NS
1536,RHL,Robust Hotels Limited,RHL.NS
1537,RICOAUTO,Rico Auto Industries Limited,RICOAUTO.NS
1538,RIIL,Reliance Industrial Infrastructure Limited,RIIL.NS
1539,RISHABH,Rishabh Instruments Limited,RISHABH.NS
1540,RITCO,Ritco Logistics Limited,RITCO.NS
1541,RITES,RITES Limited,RITES.NS
1542,RKDL,Ravi Kumar Distilleries Limited,RKDL.NS
1543,RKEC,RKEC Projects Limited,RKEC.NS
1544,RKFORGE,Ramkrishna Forgings Limited,RKFORGE.NS
1545,RKSWAMY,R K Swamy Limited,RKSWAMY.NS
1546,RML,Rane (Madras) Limited,RML.NS
1547,ROHLTD,Royal Orchid Hotels Limited,ROHLTD.NS
1548,ROLEXRINGS,Rolex Rings Limited,ROLEXRINGS.NS
1549,ROLLT,Rollatainers Limited,ROLLT.NS
1550,ROLTA,Rolta India Limited,ROLTA.NS
1551,ROML,Raj Oil Mills Limited,ROML.NS
1552,ROSSARI,Rossari Biotech Limited,ROSSARI.NS
1553,ROSSELLIND,Rossell India Limited,ROSSELLIND.NS
1554,ROSSTECH,Rossell Techsys Limited,ROSSTECH.NS
1555,ROTO,Roto Pumps Limited,ROTO.NS
1556,ROUTE,ROUTE MOBILE LIMITED,ROUTE.NS
1557,RPEL,Raghav Productivity Enhancers Limited,RPEL.NS
1558,RPGLIFE,RPG Life Sciences Limited,RPGLIFE.NS
1559,RPOWER,Reliance Power Limited,RPOWER.NS
1560,RPPINFRA,R.P.P. Infra Projects Limited,RPPINFRA.NS
1561,RPPL,Rajshree Polypack Limited,RPPL.NS
1562,RPSGVENT,RPSG VENTURES LIMITED,RPSGVENT.NS
1563,RPTECH,Rashi Peripherals Limited,RPTECH.NS
1564,RRKABEL,R R Kabel Limited,RRKABEL.NS
1565,RSSOFTWARE,R. S. Software (India) Limited,RSSOFTWARE.NS
1566,RSWM,RSWM Limited,RSWM.NS
1567,RSYSTEMS,R Systems International Limited,RSYSTEMS.NS
1568,RTNINDIA,RattanIndia Enterprises Limited,RTNINDIA.NS
1569,RTNPOWER,RattanIndia Power Limited,RTNPOWER.NS
1570,RUBFILA,Rubfila International Limited,RUBFILA.NS
1571,RUBYMILLS,The Ruby Mills Limited,RUBYMILLS.NS
1572,RUCHINFRA,Ruchi Infrastructure Limited,RUCHINFRA.NS
1573,RUCHIRA,Ruchira Papers Limited,RUCHIRA.NS
1574,RUPA,Rupa & Company Limited,RUPA.NS
1575,RUSHIL,Rushil Decor Limited,RUSHIL.NS
1576,RUSTOMJEE,Keystone Realtors Limited,RUSTOMJEE.NS
1577,RVHL,Ravinder Heights Limited,RVHL.NS
1578,RVNL,Rail Vikas Nigam Limited,RVNL.NS
1579,RVTH,Revathi Equipment India Limited,RVTH.NS
1580,S&SPOWER,S&S Power Switchgears Limited,S&SPOWER.NS
1581,SABEVENTS,Sab Events & Governance Now Media Limited,SABEVENTS.NS
1582,SABTNL,Sri Adhikari Brothers Television Network Limited,SABTNL.NS
1583,SADBHAV,Sadbhav Engineering Limited,SADBHAV.NS
1584,SADBHIN,Sadbhav Infrastructure Project Limited,SADBHIN.NS
1585,SADHNANIQ,Sadhana Nitrochem Limited,SADHNANIQ.NS
1586,SAFARI,Safari Industries (India) Limited,SAFARI.NS
1587,SAGARDEEP,Sagardeep Alloys Limited,SAGARDEEP.NS
1588,SAGCEM,Sagar Cements Limited,SAGCEM.NS
1589,SAGILITY,Sagility India Limited,SAGILITY.NS
1590,SAH,Sah Polymers Limited,SAH.NS
1591,SAHYADRI,Sahyadri Industries Limited,SAHYADRI.NS
1592,SAIL,Steel Authority of India Limited,SAIL.NS
1593,SAILIFE,Sai Life Sciences Limited,SAILIFE.NS
1594,SAKAR,Sakar Healthcare Limited,SAKAR.NS
1595,SAKHTISUG,Sakthi Sugars Limited,SAKHTISUG.NS
1596,SAKSOFT,Saksoft Limited,SAKSOFT.NS
1597,SAKUMA,Sakuma Exports Limited,SAKUMA.NS
1598,SALASAR,Salasar Techno Engineering Limited,SALASAR.NS
1599,SALONA,Salona Cotspin Limited,SALONA.NS
1600,SALSTEEL,S.A.L. Steel Limited,SALSTEEL.NS
1601,SALZERELEC,Salzer Electronics Limited,SALZERELEC.NS
1602,SAMBHAAV,Sambhaav Media Limited,SAMBHAAV.NS
1603,SAMHI,Samhi Hotels Limited,SAMHI.NS
1604,SAMMAANCAP,Sammaan Capital Limited,SAMMAANCAP.NS
1605,SAMPANN,Sampann Utpadan India Limited,SAMPANN.NS
1606,SANATHAN,Sanathan Textiles Limited,SANATHAN.NS
1607,SANCO,Sanco Industries Limited,SANCO.NS
1608,SANDESH,The Sandesh Limited,SANDESH.NS
1609,SANDHAR,Sandhar Technologies Limited,SANDHAR.NS
1610,SANDUMA,Sandur Manganese & Iron Ores Limited,SANDUMA.NS
1611,SANGAMIND,Sangam (India) Limited,SANGAMIND.NS
1612,SANGHIIND,Sanghi Industries Limited,SANGHIIND.NS
1613,SANGHVIMOV,Sanghvi Movers Limited,SANGHVIMOV.NS
1614,SANGINITA,Sanginita Chemicals Limited,SANGINITA.NS
1615,SANOFI,Sanofi India Limited,SANOFI.NS
1616,SANOFICONR,Sanofi Consumer Healthcare India Limited,SANOFICONR.NS
1617,SANSERA,Sansera Engineering Limited,SANSERA.NS
1618,SANSTAR,Sanstar Limited,SANSTAR.NS
1619,SANWARIA,Sanwaria Consumer Limited,SANWARIA.NS
1620,SAPPHIRE,Sapphire Foods India Limited,SAPPHIRE.NS
1621,SARDAEN,Sarda Energy & Minerals Limited,SARDAEN.NS
1622,SAREGAMA,Saregama India Limited,SAREGAMA.NS
1623,SARLAPOLY,Sarla Performance Fibers Limited,SARLAPOLY.NS
1624,SARVESHWAR,Sarveshwar Foods Limited,SARVESHWAR.NS
1625,SASKEN,Sasken Technologies Limited,SASKEN.NS
1626,SASTASUNDR,Sastasundar Ventures Limited,SASTASUNDR.NS
1627,SATIA,Satia Industries Limited,SATIA.NS
1628,SATIN,Satin Creditcare Network Limited,SATIN.NS
1629,SATINDLTD,Sat Industries Limited,SATINDLTD.NS
1630,SAURASHCEM,Saurashtra Cement Limited,SAURASHCEM.NS
1631,SBC,SBC Exports Limited,SBC.NS
1632,SBCL,Shivalik Bimetal Controls Limited,SBCL.NS
1633,SBFC,SBFC Finance Limited,SBFC.NS
1634,SBGLP,Suratwwala Business Group Limited,SBGLP.NS
1635,SBICARD,SBI Cards and Payment Services Limited,SBICARD.NS
1636,SBILIFE,SBI Life Insurance Company Limited,SBILIFE.NS
1637,SBIN,State Bank of India,SBIN.NS
1638,SCHAEFFLER,Schaeffler India Limited,SCHAEFFLER.NS
1639,SCHAND,S Chand And Company Limited,SCHAND.NS
1640,SCHNEIDER,Schneider Electric Infrastructure Limited,SCHNEIDER.NS
1641,SCI,Shipping Corporation Of India Limited,SCI.NS
1642,SCILAL,Shipping Corporation of India Land and Assets Limited,SCILAL.NS
1643,SCPL,Sheetal Cool Products Limited,SCPL.NS
1644,SDBL,Som Distilleries & Breweries Limited,SDBL.NS
1645,SEAMECLTD,Seamec Limited,SEAMECLTD.NS
1646,SECMARK,SecMark Consultancy Limited,SECMARK.NS
1647,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS
1648,SEJALLTD,Sejal Glass Limited,SEJALLTD.NS
1649,SELAN,Selan Exploration Technology Limited,SELAN.NS
1650,SELMC,SEL Manufacturing Company Limited,SELMC.NS
1651,SEMAC,SEMAC CONSULTANTS LIMITED,SEMAC.NS
1652,SENCO,Senco Gold Limited,SENCO.NS
1653,SENORES,Senores Pharmaceuticals Limited,SENORES.NS
1654,SEPC,SEPC Limited,SEPC.NS
1655,SEQUENT,Sequent Scientific Limited,SEQUENT.NS
1656,SERVOTECH,Servotech Renewable Power System Limited,SERVOTECH.NS
1657,SESHAPAPER,Seshasayee Paper and Boards Limited,SESHAPAPER.NS
1658,SETCO,Setco Automotive Limited,SETCO.NS
1659,SETUINFRA,Setubandhan Infrastructure Limited,SETUINFRA.NS
1660,SFL,Sheela Foam Limited,SFL.NS
1661,SGIL,Synergy Green Industries Limited,SGIL.NS
1662,SGL,STL Global Limited,SGL.NS
1663,SGLTL,Standard Glass Lining Technology Limited,SGLTL.NS
1664,SHAH,Shah Metacorp Limited,SHAH.NS
1665,SHAHALLOYS,Shah Alloys Limited,SHAHALLOYS.NS
1666,SHAILY,Shaily Engineering Plastics Limited,SHAILY.NS
1667,SHAKTIPUMP,Shakti Pumps (India) Limited,SHAKTIPUMP.NS
1668,SHALBY,Shalby Limited,SHALBY.NS
1669,SHALPAINTS,Shalimar Paints Limited,SHALPAINTS.NS
1670,SHANKARA,Shankara Building Products Limited,SHANKARA.NS
1671,SHANTI,Shanti Overseas (India) Limited,SHANTI.NS
1672,SHANTIGEAR,Shanthi Gears Limited,SHANTIGEAR.NS
1673,SHARDACROP,Sharda Cropchem Limited,SHARDACROP.NS
1674,SHARDAMOTR,Sharda Motor Industries Limited,SHARDAMOTR.NS
1675,SHAREINDIA,Share India Securities Limited,SHAREINDIA.NS
1676,SHEKHAWATI,Shekhawati Industries Limited,SHEKHAWATI.NS
1677,SHEMAROO,Shemaroo Entertainment Limited,SHEMAROO.NS
1678,SHILPAMED,Shilpa Medicare Limited,SHILPAMED.NS
1679,SHIVALIK,Shivalik Rasayan Limited,SHIVALIK.NS
1680,SHIVAMAUTO,Shivam Autotech Limited,SHIVAMAUTO.NS
1681,SHIVAMILLS,Shiva Mills Limited,SHIVAMILLS.NS
1682,SHIVATEX,Shiva Texyarn Limited,SHIVATEX.NS
1683,SHK,S H Kelkar and Company Limited,SHK.NS
1684,SHOPERSTOP,Shoppers Stop Limited,SHOPERSTOP.NS
1685,SHRADHA,Shradha Infraprojects Limited,SHRADHA.NS
1686,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS
1687,SHREECEM,SHREE CEMENT LIMITED,SHREECEM.NS
1688,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS
1689,SHREERAMA,Shree Rama Multi-Tech Limited,SHREERAMA.NS
1690,SHRENIK,Shrenik Limited,SHRENIK.NS
1691,SHREYANIND,Shreyans Industries Limited,SHREYANIND.NS
1692,SHRIPISTON,Shriram Pistons & Rings Limited,SHRIPISTON.NS
1693,SHRIRAMFIN,Shriram Finance Limited,SHRIRAMFIN.NS
1694,SHRIRAMPPS,Shriram Properties Limited,SHRIRAMPPS.NS
1695,SHYAMCENT,Shyam Century Ferrous Limited,SHYAMCENT.NS
1696,SHYAMMETL,Shyam Metalics and Energy Limited,SHYAMMETL.NS
1697,SHYAMTEL,Shyam Telecom Limited,SHYAMTEL.NS
1698,SIEMENS,Siemens Limited,SIEMENS.NS
